,date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
1543,2023-03-01,odisha,2-wheelers,3269,52642
1544,2023-03-01,odisha,4-wheelers,74,6358
1545,2023-03-01,puducherry,2-wheelers,261,3608
1546,2023-03-01,puducherry,4-wheelers,4,999
1547,2023-03-01,punjab,2-wheelers,805,36806
1548,2023-03-01,punjab,4-wheelers,13,12430
1549,2023-03-01,rajasthan,2-wheelers,6375,85324
1550,2023-03-01,rajasthan,4-wheelers,425,18370
1551,2023-03-01,sikkim,2-wheelers,0,454
1552,2023-03-01,sikkim,4-wheelers,0,505
1553,2023-03-01,tamil nadu,2-wheelers,8388,119376
1554,2023-03-01,tamil nadu,4-wheelers,571,22131
1555,2023-03-01,tripura,2-wheelers,23,3016
1556,2023-03-01,tripura,4-wheelers,9,329
1557,2023-03-01,uttar pradesh,2-wheelers,3559,206315
1558,2023-03-01,uttar pradesh,4-wheelers,431,34186
1559,2023-03-01,uttarakhand,2-wheelers,587,13077
1560,2023-03-01,uttarakhand,4-wheelers,48,4596
1561,2023-03-01,west bengal,2-wheelers,1103,73690
1562,2023-03-01,west bengal,4-wheelers,352,8955
1563,2024-03-01,andaman & nicobar island,2-wheelers,2,447
1564,2024-03-01,andaman & nicobar island,4-wheelers,1,158
1565,2024-03-01,andhra pradesh,2-wheelers,7057,69119
1566,2024-03-01,andhra pradesh,4-wheelers,366,7838
1567,2024-03-01,arunachal pradesh,2-wheelers,0,1259
1568,2024-03-01,arunachal pradesh,4-wheelers,1,1081
1569,2024-03-01,assam,2-wheelers,767,42612
1570,2024-03-01,assam,4-wheelers,53,7465
1571,2024-03-01,bihar,2-wheelers,2584,102949
1572,2024-03-01,bihar,4-wheelers,99,6972
1573,2024-03-01,chandigarh,2-wheelers,215,1525
1574,2024-03-01,chandigarh,4-wheelers,119,1294
1575,2024-03-01,chhattisgarh,2-wheelers,3610,46046
1576,2024-03-01,chhattisgarh,4-wheelers,120,4348
1577,2024-03-01,delhi,2-wheelers,5002,31599
1578,2024-03-01,delhi,4-wheelers,897,15905
1579,2024-03-01,dnh and dd,2-wheelers,25,780
1580,2024-03-01,dnh and dd,4-wheelers,4,429
1581,2024-03-01,goa,2-wheelers,1745,5018
1582,2024-03-01,goa,4-wheelers,123,1730
1583,2024-03-01,gujarat,2-wheelers,8496,94822
1584,2024-03-01,gujarat,4-wheelers,661,25424
1585,2024-03-01,haryana,2-wheelers,1387,41778
1586,2024-03-01,haryana,4-wheelers,305,23644
1587,2024-03-01,himachal pradesh,2-wheelers,90,4737
1588,2024-03-01,himachal pradesh,4-wheelers,17,4147
1589,2024-03-01,jammu and kashmir,2-wheelers,297,6600
1590,2024-03-01,jammu and kashmir,4-wheelers,18,4500
1591,2024-03-01,jharkhand,2-wheelers,824,38149
1592,2024-03-01,jharkhand,4-wheelers,52,4483
1593,2024-03-01,karnataka,2-wheelers,22742,123800
1594,2024-03-01,karnataka,4-wheelers,1482,26751
1595,2024-03-01,kerala,2-wheelers,8393,42909
1596,2024-03-01,kerala,4-wheelers,876,13861
1597,2024-03-01,ladakh,2-wheelers,0,11
1598,2024-03-01,ladakh,4-wheelers,0,81
1599,2024-03-01,madhya pradesh,2-wheelers,5772,95405
1600,2024-03-01,madhya pradesh,4-wheelers,143,14743
1601,2024-03-01,maharashtra,2-wheelers,26668,152563
1602,2024-03-01,maharashtra,4-wheelers,1079,36826
1603,2024-03-01,manipur,2-wheelers,13,1394
1604,2024-03-01,manipur,4-wheelers,2,370
1605,2024-03-01,meghalaya,2-wheelers,4,2223
1606,2024-03-01,meghalaya,4-wheelers,3,1200
1607,2024-03-01,mizoram,2-wheelers,58,1932
1608,2024-03-01,mizoram,4-wheelers,0,463
1609,2024-03-01,nagaland,2-wheelers,2,1180
1610,2024-03-01,nagaland,4-wheelers,0,1336
1611,2024-03-01,puducherry,2-wheelers,477,4337
1612,2024-03-01,puducherry,4-wheelers,5,1042
1613,2024-03-01,punjab,2-wheelers,1514,35877
1614,2024-03-01,punjab,4-wheelers,132,14348
1615,2024-03-01,rajasthan,2-wheelers,7933,89538
1616,2024-03-01,rajasthan,4-wheelers,493,16942
1617,2024-03-01,sikkim,2-wheelers,0,399
1618,2024-03-01,sikkim,4-wheelers,0,455
1619,2024-03-01,tamil nadu,2-wheelers,13350,124071
1620,2024-03-01,tamil nadu,4-wheelers,749,22095
1621,2024-03-01,tripura,2-wheelers,41,3728
1622,2024-03-01,tripura,4-wheelers,3,556
1623,2024-03-01,uttar pradesh,2-wheelers,7799,210216
1624,2024-03-01,uttar pradesh,4-wheelers,389,34425
1625,2024-03-01,uttarakhand,2-wheelers,579,12506
1626,2024-03-01,uttarakhand,4-wheelers,51,4812
1627,2024-03-01,west bengal,2-wheelers,2159,69871
1628,2024-03-01,west bengal,4-wheelers,495,8089
1629,2021-05-01,andaman & nicobar island,2-wheelers,0,4
1630,2021-05-01,andaman & nicobar island,4-wheelers,0,1
1631,2021-05-01,andhra pradesh,2-wheelers,201,41370
1632,2021-05-01,andhra pradesh,4-wheelers,16,5831
1633,2021-05-01,arunachal pradesh,2-wheelers,0,552
1634,2021-05-01,arunachal pradesh,4-wheelers,0,302
1635,2021-05-01,assam,2-wheelers,0,14723
1636,2021-05-01,assam,4-wheelers,0,3295
1637,2021-05-01,bihar,2-wheelers,8,55276
1638,2021-05-01,bihar,4-wheelers,0,2249
1639,2021-05-01,chandigarh,2-wheelers,0,411
1640,2021-05-01,chandigarh,4-wheelers,1,413
1641,2021-05-01,chhattisgarh,2-wheelers,6,5280
1642,2021-05-01,chhattisgarh,4-wheelers,0,1387
1643,2021-05-01,delhi,2-wheelers,0,22
1644,2021-05-01,delhi,4-wheelers,0,21
1645,2021-05-01,dnh and dd,2-wheelers,0,452
1646,2021-05-01,dnh and dd,4-wheelers,0,202
1647,2021-05-01,goa,2-wheelers,27,379
1648,2021-05-01,goa,4-wheelers,4,393
1649,2021-05-01,gujarat,2-wheelers,106,33419
1650,2021-05-01,gujarat,4-wheelers,29,15959
1651,2021-05-01,haryana,2-wheelers,17,7315
1652,2021-05-01,haryana,4-wheelers,1,4373
1653,2021-05-01,himachal pradesh,2-wheelers,4,1721
1654,2021-05-01,himachal pradesh,4-wheelers,1,1503
1655,2021-05-01,jammu and kashmir,2-wheelers,50,1916
1656,2021-05-01,jammu and kashmir,4-wheelers,0,2372
1657,2021-05-01,jharkhand,2-wheelers,39,21680
1658,2021-05-01,jharkhand,4-wheelers,1,2290
1659,2021-05-01,karnataka,2-wheelers,140,4942
1660,2021-05-01,karnataka,4-wheelers,2,646
1661,2021-05-01,kerala,2-wheelers,95,6675
1662,2021-05-01,kerala,4-wheelers,48,5164
1663,2021-05-01,ladakh,2-wheelers,0,11
1664,2021-05-01,ladakh,4-wheelers,0,70
1665,2021-05-01,madhya pradesh,2-wheelers,1,6302
1666,2021-05-01,madhya pradesh,4-wheelers,0,195
1667,2021-05-01,maharashtra,2-wheelers,189,16627
1668,2021-05-01,maharashtra,4-wheelers,121,13528
1669,2021-05-01,manipur,2-wheelers,0,288
1670,2021-05-01,manipur,4-wheelers,0,9
1671,2021-05-01,meghalaya,2-wheelers,0,332
1672,2021-05-01,meghalaya,4-wheelers,1,88
1673,2021-05-01,mizoram,2-wheelers,0,15
1674,2021-05-01,mizoram,4-wheelers,0,4
1675,2021-05-01,nagaland,2-wheelers,0,125
1676,2021-05-01,nagaland,4-wheelers,0,126
1677,2021-05-01,odisha,2-wheelers,28,5900
1678,2021-05-01,odisha,4-wheelers,0,722
1679,2021-05-01,puducherry,2-wheelers,3,314
1680,2021-05-01,puducherry,4-wheelers,2,119
1681,2021-05-01,punjab,2-wheelers,21,14366
1682,2021-05-01,punjab,4-wheelers,0,5202
1683,2021-05-01,rajasthan,2-wheelers,33,18802
1684,2021-05-01,rajasthan,4-wheelers,7,2756
1685,2021-05-01,sikkim,2-wheelers,0,113
1686,2021-05-01,sikkim,4-wheelers,0,98
1687,2021-05-01,tamil nadu,2-wheelers,237,17837
1688,2021-05-01,tamil nadu,4-wheelers,14,3413
1689,2021-05-01,tripura,2-wheelers,0,2063
1690,2021-05-01,tripura,4-wheelers,0,192
1691,2021-05-01,uttar pradesh,2-wheelers,25,147458
1692,2021-05-01,uttar pradesh,4-wheelers,3,14016
1693,2021-05-01,uttarakhand,2-wheelers,6,2957
1694,2021-05-01,uttarakhand,4-wheelers,0,1145
1695,2021-05-01,west bengal,2-wheelers,6,28906
1696,2021-05-01,west bengal,4-wheelers,6,3962
1697,2022-05-01,andaman & nicobar island,2-wheelers,0,358
1698,2022-05-01,andaman & nicobar island,4-wheelers,0,110
1699,2022-05-01,andhra pradesh,2-wheelers,1615,48041
1700,2022-05-01,andhra pradesh,4-wheelers,59,6927
1701,2022-05-01,arunachal pradesh,2-wheelers,0,1241
1702,2022-05-01,arunachal pradesh,4-wheelers,0,965
1703,2022-05-01,assam,2-wheelers,112,28739
1704,2022-05-01,assam,4-wheelers,7,6761
1705,2022-05-01,bihar,2-wheelers,458,113034
1706,2022-05-01,bihar,4-wheelers,12,6495
1707,2022-05-01,chandigarh,2-wheelers,44,1797
1708,2022-05-01,chandigarh,4-wheelers,20,2248
1709,2022-05-01,chhattisgarh,2-wheelers,834,28821
1710,2022-05-01,chhattisgarh,4-wheelers,24,4397
1711,2022-05-01,delhi,2-wheelers,1760,28897
1712,2022-05-01,delhi,4-wheelers,750,15194
1713,2022-05-01,dnh and dd,2-wheelers,6,790
1714,2022-05-01,dnh and dd,4-wheelers,1,374
1715,2022-05-01,goa,2-wheelers,453,3338
1716,2022-05-01,goa,4-wheelers,51,1360
1717,2022-05-01,gujarat,2-wheelers,4408,68621
1718,2022-05-01,gujarat,4-wheelers,163,23174
1719,2022-05-01,haryana,2-wheelers,1178,32009
1720,2022-05-01,haryana,4-wheelers,31,18343
1721,2022-05-01,himachal pradesh,2-wheelers,73,5131
1722,2022-05-01,himachal pradesh,4-wheelers,3,3778
1723,2022-05-01,jammu and kashmir,2-wheelers,124,9505
1724,2022-05-01,jammu and kashmir,4-wheelers,2,4775
1725,2022-05-01,jharkhand,2-wheelers,431,39317
1726,2022-05-01,jharkhand,4-wheelers,3,4306
1727,2022-05-01,karnataka,2-wheelers,5947,84301
1728,2022-05-01,karnataka,4-wheelers,241,20924
1729,2022-05-01,kerala,2-wheelers,2373,40514
1730,2022-05-01,kerala,4-wheelers,258,15706
1731,2022-05-01,ladakh,2-wheelers,0,419
1732,2022-05-01,ladakh,4-wheelers,0,322
1733,2022-05-01,madhya pradesh,2-wheelers,1310,94602
1734,2022-05-01,madhya pradesh,4-wheelers,43,14017
1735,2022-05-01,maharashtra,2-wheelers,8914,123203
1736,2022-05-01,maharashtra,4-wheelers,794,34222
1737,2022-05-01,manipur,2-wheelers,2,2443
1738,2022-05-01,manipur,4-wheelers,0,644
1739,2022-05-01,meghalaya,2-wheelers,0,1780
1740,2022-05-01,meghalaya,4-wheelers,3,1051
1741,2022-05-01,mizoram,2-wheelers,1,1638
1742,2022-05-01,mizoram,4-wheelers,0,397
1743,2022-05-01,nagaland,2-wheelers,1,514
1744,2022-05-01,nagaland,4-wheelers,0,630
1745,2022-05-01,odisha,2-wheelers,1714,38324
1746,2022-05-01,odisha,4-wheelers,40,5583
1747,2022-05-01,puducherry,2-wheelers,65,3122
1748,2022-05-01,puducherry,4-wheelers,2,726
1749,2022-05-01,punjab,2-wheelers,493,30377
1750,2022-05-01,punjab,4-wheelers,2,9843
1751,2022-05-01,rajasthan,2-wheelers,3701,73803
1752,2022-05-01,rajasthan,4-wheelers,124,17047
1753,2022-05-01,sikkim,2-wheelers,0,461
1754,2022-05-01,sikkim,4-wheelers,0,421
1755,2022-05-01,tamil nadu,2-wheelers,3628,102565
1756,2022-05-01,tamil nadu,4-wheelers,202,19368
1757,2022-05-01,tripura,2-wheelers,14,2768
1758,2022-05-01,tripura,4-wheelers,0,359
1759,2022-05-01,uttar pradesh,2-wheelers,1695,273962
1760,2022-05-01,uttar pradesh,4-wheelers,26,30695
1761,2022-05-01,uttarakhand,2-wheelers,377,12930
1762,2022-05-01,uttarakhand,4-wheelers,22,3948
1763,2022-05-01,west bengal,2-wheelers,683,68721
1764,2022-05-01,west bengal,4-wheelers,76,8341
1765,2023-05-01,andaman & nicobar island,2-wheelers,0,436
1766,2023-05-01,andaman & nicobar island,4-wheelers,0,150
1767,2023-05-01,andhra pradesh,2-wheelers,4370,54545
1768,2023-05-01,andhra pradesh,4-wheelers,216,8095
1769,2023-05-01,arunachal pradesh,2-wheelers,1,1193
1770,2023-05-01,arunachal pradesh,4-wheelers,0,1132
1771,2023-05-01,assam,2-wheelers,282,35939
1772,2023-05-01,assam,4-wheelers,30,6994
1773,2023-05-01,bihar,2-wheelers,1536,125465
1774,2023-05-01,bihar,4-wheelers,46,6865
1775,2023-05-01,chandigarh,2-wheelers,209,2356
1776,2023-05-01,chandigarh,4-wheelers,83,2556
1777,2023-05-01,chhattisgarh,2-wheelers,2514,29232
1778,2023-05-01,chhattisgarh,4-wheelers,185,3785
1779,2023-05-01,delhi,2-wheelers,4977,32282
1780,2023-05-01,delhi,4-wheelers,787,16609
1781,2023-05-01,dnh and dd,2-wheelers,4,829
1782,2023-05-01,dnh and dd,4-wheelers,4,416
1783,2023-05-01,goa,2-wheelers,863,3933
1784,2023-05-01,goa,4-wheelers,85,1878
1785,2023-05-01,gujarat,2-wheelers,9609,87169
1786,2023-05-01,gujarat,4-wheelers,710,25770
1787,2023-05-01,haryana,2-wheelers,1053,34399
1788,2023-05-01,haryana,4-wheelers,211,21218
1789,2023-05-01,himachal pradesh,2-wheelers,118,5278
1790,2023-05-01,himachal pradesh,4-wheelers,21,3565
1791,2023-05-01,jammu and kashmir,2-wheelers,258,9084
1792,2023-05-01,jammu and kashmir,4-wheelers,14,5095
1793,2023-05-01,jharkhand,2-wheelers,839,41796
1794,2023-05-01,jharkhand,4-wheelers,37,4755
1795,2023-05-01,karnataka,2-wheelers,17292,97074
1796,2023-05-01,karnataka,4-wheelers,999,22601
1797,2023-05-01,kerala,2-wheelers,7386,41347
1798,2023-05-01,kerala,4-wheelers,954,14819
1799,2023-05-01,ladakh,2-wheelers,14,161
1800,2023-05-01,ladakh,4-wheelers,0,364
1801,2023-05-01,madhya pradesh,2-wheelers,3940,97067
1802,2023-05-01,madhya pradesh,4-wheelers,136,12488
1803,2023-05-01,maharashtra,2-wheelers,20585,126680
1804,2023-05-01,maharashtra,4-wheelers,1137,35179
1805,2023-05-01,manipur,2-wheelers,10,572
1806,2023-05-01,manipur,4-wheelers,4,119
1807,2023-05-01,meghalaya,2-wheelers,7,2006
1808,2023-05-01,meghalaya,4-wheelers,2,1027
1809,2023-05-01,mizoram,2-wheelers,14,1626
1810,2023-05-01,mizoram,4-wheelers,0,382
1811,2023-05-01,nagaland,2-wheelers,0,610
1812,2023-05-01,nagaland,4-wheelers,0,796
1813,2023-05-01,odisha,2-wheelers,3727,44563
1814,2023-05-01,odisha,4-wheelers,105,5951
1815,2023-05-01,puducherry,2-wheelers,382,3736
1816,2023-05-01,puducherry,4-wheelers,6,943
1817,2023-05-01,punjab,2-wheelers,1181,32433
1818,2023-05-01,punjab,4-wheelers,63,11047
1819,2023-05-01,rajasthan,2-wheelers,6897,79573
1820,2023-05-01,rajasthan,4-wheelers,419,16157
1821,2023-05-01,sikkim,2-wheelers,0,507
1822,2023-05-01,sikkim,4-wheelers,0,448
1823,2023-05-01,tamil nadu,2-wheelers,10330,109325
1824,2023-05-01,tamil nadu,4-wheelers,529,20789
1825,2023-05-01,tripura,2-wheelers,65,3305
1826,2023-05-01,tripura,4-wheelers,2,436
1827,2023-05-01,uttar pradesh,2-wheelers,4704,300079
1828,2023-05-01,uttar pradesh,4-wheelers,472,34515
1829,2023-05-01,uttarakhand,2-wheelers,682,14779
1830,2023-05-01,uttarakhand,4-wheelers,61,4675
1831,2023-05-01,west bengal,2-wheelers,1508,77494
1832,2023-05-01,west bengal,4-wheelers,322,8672
1833,2021-11-01,andaman & nicobar island,2-wheelers,0,413
1834,2021-11-01,andaman & nicobar island,4-wheelers,0,125
1835,2021-11-01,andhra pradesh,2-wheelers,1114,64835
1836,2021-11-01,andhra pradesh,4-wheelers,34,7374
1837,2021-11-01,arunachal pradesh,2-wheelers,0,1262
1838,2021-11-01,arunachal pradesh,4-wheelers,0,646
1839,2021-11-01,assam,2-wheelers,120,29586
1840,2021-11-01,assam,4-wheelers,0,5618
1841,2021-11-01,bihar,2-wheelers,604,107209
1842,2021-11-01,bihar,4-wheelers,11,6992
1843,2021-11-01,chandigarh,2-wheelers,79,2083
1844,2021-11-01,chandigarh,4-wheelers,16,1919
1845,2021-11-01,chhattisgarh,2-wheelers,509,63099
1846,2021-11-01,chhattisgarh,4-wheelers,14,4824
1847,2021-11-01,delhi,2-wheelers,1269,37710
1848,2021-11-01,delhi,4-wheelers,185,11782
1849,2021-11-01,dnh and dd,2-wheelers,1,938
1850,2021-11-01,dnh and dd,4-wheelers,0,330
1851,2021-11-01,goa,2-wheelers,178,4104
1852,2021-11-01,goa,4-wheelers,20,1293
1853,2021-11-01,gujarat,2-wheelers,1569,110759
1854,2021-11-01,gujarat,4-wheelers,121,22396
1855,2021-11-01,haryana,2-wheelers,871,43957
1856,2021-11-01,haryana,4-wheelers,13,16035
1857,2021-11-01,himachal pradesh,2-wheelers,61,7398
1858,2021-11-01,himachal pradesh,4-wheelers,0,4496
1859,2021-11-01,jammu and kashmir,2-wheelers,64,8083
1860,2021-11-01,jammu and kashmir,4-wheelers,0,4709
1861,2021-11-01,jharkhand,2-wheelers,370,51355
1862,2021-11-01,jharkhand,4-wheelers,8,5320
1863,2021-11-01,karnataka,2-wheelers,3430,74444
1864,2021-11-01,karnataka,4-wheelers,153,17247
1865,2021-11-01,kerala,2-wheelers,948,43718
1866,2021-11-01,kerala,4-wheelers,214,15244
1867,2021-11-01,ladakh,2-wheelers,0,28
1868,2021-11-01,ladakh,4-wheelers,0,287
1869,2021-11-01,madhya pradesh,2-wheelers,940,99568
1870,2021-11-01,madhya pradesh,4-wheelers,31,12871
1871,2021-11-01,maharashtra,2-wheelers,3684,168326
1872,2021-11-01,maharashtra,4-wheelers,515,28322
1873,2021-11-01,manipur,2-wheelers,3,2490
1874,2021-11-01,manipur,4-wheelers,0,875
1875,2021-11-01,meghalaya,2-wheelers,0,1442
1876,2021-11-01,meghalaya,4-wheelers,0,806
1877,2021-11-01,mizoram,2-wheelers,0,1820
1878,2021-11-01,mizoram,4-wheelers,0,328
1879,2021-11-01,nagaland,2-wheelers,0,592
1880,2021-11-01,nagaland,4-wheelers,0,692
1881,2021-11-01,odisha,2-wheelers,843,41128
1882,2021-11-01,odisha,4-wheelers,18,5095
1883,2021-11-01,puducherry,2-wheelers,47,2889
1884,2021-11-01,puducherry,4-wheelers,1,532
1885,2021-11-01,punjab,2-wheelers,803,46549
1886,2021-11-01,punjab,4-wheelers,3,9015
1887,2021-11-01,rajasthan,2-wheelers,2265,141368
1888,2021-11-01,rajasthan,4-wheelers,79,16115
1889,2021-11-01,sikkim,2-wheelers,0,478
1890,2021-11-01,sikkim,4-wheelers,0,351
1891,2021-11-01,tamil nadu,2-wheelers,2844,111203
1892,2021-11-01,tamil nadu,4-wheelers,108,15533
1893,2021-11-01,tripura,2-wheelers,0,3843
1894,2021-11-01,tripura,4-wheelers,0,326
1895,2021-11-01,uttar pradesh,2-wheelers,1347,225370
1896,2021-11-01,uttar pradesh,4-wheelers,10,29608
1897,2021-11-01,uttarakhand,2-wheelers,262,20977
1898,2021-11-01,uttarakhand,4-wheelers,12,3954
1899,2021-11-01,west bengal,2-wheelers,309,79819
1900,2021-11-01,west bengal,4-wheelers,59,8836
1901,2022-11-01,andaman & nicobar island,2-wheelers,6,405
1902,2022-11-01,andaman & nicobar island,4-wheelers,1,159
1903,2022-11-01,andhra pradesh,2-wheelers,2742,69695
1904,2022-11-01,andhra pradesh,4-wheelers,95,6272
1905,2022-11-01,arunachal pradesh,2-wheelers,0,1251
1906,2022-11-01,arunachal pradesh,4-wheelers,0,971
1907,2022-11-01,assam,2-wheelers,176,32542
1908,2022-11-01,assam,4-wheelers,10,7676
1909,2022-11-01,bihar,2-wheelers,1253,110759
1910,2022-11-01,bihar,4-wheelers,6,6295
1911,2022-11-01,chandigarh,2-wheelers,163,1727
1912,2022-11-01,chandigarh,4-wheelers,61,2279
1913,2022-11-01,chhattisgarh,2-wheelers,2725,42575
1914,2022-11-01,chhattisgarh,4-wheelers,33,3846
1915,2022-11-01,delhi,2-wheelers,3869,41689
1916,2022-11-01,delhi,4-wheelers,483,15949
1917,2022-11-01,dnh and dd,2-wheelers,14,1290
1918,2022-11-01,dnh and dd,4-wheelers,2,455
1919,2022-11-01,goa,2-wheelers,587,5285
1920,2022-11-01,goa,4-wheelers,26,1797
1921,2022-11-01,gujarat,2-wheelers,8322,165828
1922,2022-11-01,gujarat,4-wheelers,374,36212
1923,2022-11-01,haryana,2-wheelers,1369,58469
1924,2022-11-01,haryana,4-wheelers,133,21202
1925,2022-11-01,himachal pradesh,2-wheelers,134,9181
1926,2022-11-01,himachal pradesh,4-wheelers,2,5135
1927,2022-11-01,jammu and kashmir,2-wheelers,194,4656
1928,2022-11-01,jammu and kashmir,4-wheelers,0,4102
1929,2022-11-01,jharkhand,2-wheelers,953,40248
1930,2022-11-01,jharkhand,4-wheelers,15,4657
1931,2022-11-01,karnataka,2-wheelers,9851,109695
1932,2022-11-01,karnataka,4-wheelers,564,23618
1933,2022-11-01,kerala,2-wheelers,3698,40561
1934,2022-11-01,kerala,4-wheelers,325,15267
1935,2022-11-01,ladakh,2-wheelers,0,23
1936,2022-11-01,ladakh,4-wheelers,0,244
1937,2022-11-01,madhya pradesh,2-wheelers,3426,130285
1938,2022-11-01,madhya pradesh,4-wheelers,54,10575
1939,2022-11-01,maharashtra,2-wheelers,13718,204988
1940,2022-11-01,maharashtra,4-wheelers,1144,35215
1941,2022-11-01,manipur,2-wheelers,2,5529
1942,2022-11-01,manipur,4-wheelers,0,1569
1943,2022-11-01,meghalaya,2-wheelers,3,1438
1944,2022-11-01,meghalaya,4-wheelers,0,1158
1945,2022-11-01,mizoram,2-wheelers,8,1542
1946,2022-11-01,mizoram,4-wheelers,0,378
1947,2022-11-01,nagaland,2-wheelers,0,447
1948,2022-11-01,nagaland,4-wheelers,0,724
1949,2022-11-01,odisha,2-wheelers,2997,38593
1950,2022-11-01,odisha,4-wheelers,53,5833
1951,2022-11-01,puducherry,2-wheelers,153,3002
1952,2022-11-01,puducherry,4-wheelers,9,782
1953,2022-11-01,punjab,2-wheelers,1042,46873
1954,2022-11-01,punjab,4-wheelers,0,8875
1955,2022-11-01,rajasthan,2-wheelers,7306,158463
1956,2022-11-01,rajasthan,4-wheelers,113,15252
1957,2022-11-01,sikkim,2-wheelers,0,431
1958,2022-11-01,sikkim,4-wheelers,0,411
1959,2022-11-01,tamil nadu,2-wheelers,7258,120109
1960,2022-11-01,tamil nadu,4-wheelers,311,20180
1961,2022-11-01,tripura,2-wheelers,12,3427
1962,2022-11-01,tripura,4-wheelers,0,410
1963,2022-11-01,uttar pradesh,2-wheelers,2746,279169
1964,2022-11-01,uttar pradesh,4-wheelers,11,31886
1965,2022-11-01,uttarakhand,2-wheelers,839,25037
1966,2022-11-01,uttarakhand,4-wheelers,31,5199
1967,2022-11-01,west bengal,2-wheelers,1209,100516
1968,2022-11-01,west bengal,4-wheelers,121,10465
1969,2023-11-01,andaman & nicobar island,2-wheelers,3,598
1970,2023-11-01,andaman & nicobar island,4-wheelers,1,170
1971,2023-11-01,andhra pradesh,2-wheelers,1997,79246
1972,2023-11-01,andhra pradesh,4-wheelers,98,8220
1973,2023-11-01,arunachal pradesh,2-wheelers,0,1458
1974,2023-11-01,arunachal pradesh,4-wheelers,3,1226
1975,2023-11-01,assam,2-wheelers,244,41326
1976,2023-11-01,assam,4-wheelers,26,7960
1977,2023-11-01,bihar,2-wheelers,1765,149828
1978,2023-11-01,bihar,4-wheelers,50,9075
1979,2023-11-01,chandigarh,2-wheelers,241,2430
1980,2023-11-01,chandigarh,4-wheelers,88,1805
1981,2023-11-01,chhattisgarh,2-wheelers,3880,76276
1982,2023-11-01,chhattisgarh,4-wheelers,99,5877
1983,2023-11-01,delhi,2-wheelers,3976,56736
1984,2023-11-01,delhi,4-wheelers,538,18675
1985,2023-11-01,dnh and dd,2-wheelers,15,1185
1986,2023-11-01,dnh and dd,4-wheelers,3,590
1987,2023-11-01,goa,2-wheelers,977,6217
1988,2023-11-01,goa,4-wheelers,97,2521
1989,2023-11-01,gujarat,2-wheelers,5424,152556
1990,2023-11-01,gujarat,4-wheelers,592,32601
1991,2023-11-01,haryana,2-wheelers,565,42364
1992,2023-11-01,haryana,4-wheelers,215,22002
1993,2023-11-01,himachal pradesh,2-wheelers,53,6131
1994,2023-11-01,himachal pradesh,4-wheelers,15,4242
1995,2023-11-01,jammu and kashmir,2-wheelers,172,8743
1996,2023-11-01,jammu and kashmir,4-wheelers,18,4981
1997,2023-11-01,jharkhand,2-wheelers,825,63696
1998,2023-11-01,jharkhand,4-wheelers,40,6684
1999,2023-11-01,karnataka,2-wheelers,14300,136535
2000,2023-11-01,karnataka,4-wheelers,822,26232
2001,2023-11-01,kerala,2-wheelers,5352,36822
2002,2023-11-01,kerala,4-wheelers,641,12551
2003,2023-11-01,ladakh,2-wheelers,0,39
2004,2023-11-01,ladakh,4-wheelers,0,166
2005,2023-11-01,madhya pradesh,2-wheelers,4861,204532
2006,2023-11-01,madhya pradesh,4-wheelers,137,17166
2007,2023-11-01,maharashtra,2-wheelers,19008,230768
2008,2023-11-01,maharashtra,4-wheelers,1315,48131
2009,2023-11-01,manipur,2-wheelers,10,812
2010,2023-11-01,manipur,4-wheelers,2,246
2011,2023-11-01,meghalaya,2-wheelers,6,1893
2012,2023-11-01,meghalaya,4-wheelers,2,1387
2013,2023-11-01,mizoram,2-wheelers,35,1977
2014,2023-11-01,mizoram,4-wheelers,0,531
2015,2023-11-01,nagaland,2-wheelers,1,634
2016,2023-11-01,nagaland,4-wheelers,1,860
2017,2023-11-01,odisha,2-wheelers,4345,63423
2018,2023-11-01,odisha,4-wheelers,177,7105
2019,2023-11-01,puducherry,2-wheelers,194,3681
2020,2023-11-01,puducherry,4-wheelers,11,990
2021,2023-11-01,punjab,2-wheelers,1184,48694
2022,2023-11-01,punjab,4-wheelers,128,12992
2023,2023-11-01,rajasthan,2-wheelers,7743,191722
2024,2023-11-01,rajasthan,4-wheelers,539,24386
2025,2023-11-01,sikkim,2-wheelers,0,470
2026,2023-11-01,sikkim,4-wheelers,0,403
2027,2023-11-01,tamil nadu,2-wheelers,7096,121926
2028,2023-11-01,tamil nadu,4-wheelers,599,19015
2029,2023-11-01,tripura,2-wheelers,11,4893
2030,2023-11-01,tripura,4-wheelers,2,657
2031,2023-11-01,uttar pradesh,2-wheelers,5327,387983
2032,2023-11-01,uttar pradesh,4-wheelers,446,42692
2033,2023-11-01,uttarakhand,2-wheelers,626,24522
2034,2023-11-01,uttarakhand,4-wheelers,47,5398
2035,2023-11-01,west bengal,2-wheelers,1007,97240
2036,2023-11-01,west bengal,4-wheelers,290,9743
2037,2021-10-01,andaman & nicobar island,2-wheelers,0,360
2038,2021-10-01,andaman & nicobar island,4-wheelers,1,70
2039,2021-10-01,andhra pradesh,2-wheelers,993,88110
2040,2021-10-01,andhra pradesh,4-wheelers,37,7366
2041,2021-10-01,arunachal pradesh,2-wheelers,0,1109
2042,2021-10-01,arunachal pradesh,4-wheelers,0,570
2043,2021-10-01,assam,2-wheelers,28,32155
2044,2021-10-01,assam,4-wheelers,0,5877
2045,2021-10-01,bihar,2-wheelers,470,50679
